;SbjNum;Srvyr;Duration;Latitude;Longitude;Date;CODE;MUN;SEXO;ANO_NASC;IDADE;FAIXA_ETARIA;PEA1;PEA2;PEA3;PEA_4;EXP_1_A;EXP_1_B;Q47;EXP_1_C;EXP_1_D;Q48;EXP_1_E;EXP_1_F;Q49;EXP_2_A;EXP_2_B;Q50;EXP_3_1_A;EXP_3_1_B;EXP_3_1_C;EXP_3_1_D;EXP_3_1_E;EXP_3_1_F;EXP_3_1_G;EXP_3_1_H;Q51A;EXP_3_1_I;EXP_3_1_J;EXP_3_1_K;EXP_3_1_L;EXP_3_1_M;EXP_3_1_N;EXP_3_1_O;EXP_3_1_P;Q51B;Q1;T_Q2_1;T_Q2_2;T_Q3_1;T_Q3_2;T_Q4_1;T_Q4_2;T_Q5_1;T_Q5_2;T_Q5_3;T_Q5_4;T_Q5_5;T_Q5_6;T_Q5_7;T_Q5_8;T_Q5_9;T_Q5_10;T_Q5_11;T_Q5_12;Q6;Q7;Q8;T_Q9_1;T_Q9_2;T_Q9_3;T_Q9_4;T_Q9_5;T_Q9_6;T_Q9_7;T_Q9_8;T_Q9_9;T_Q9_10;Q10;Q10_S;T_Q11_1;T_Q11_2;T_Q11_3;T_Q11_4;T_Q11_5;EXP_3_2_A;EXP_3_2_B;EXP_3_2_C;EXP_3_2_D;EXP_3_2_E;EXP_3_2_F;EXP_3_2_G;EXP_3_2_H;Q52A;EXP_3_2_I;EXP_3_2_J;EXP_3_2_K;EXP_3_2_L;EXP_3_2_M;EXP_3_2_N;EXP_3_2_O;EXP_3_2_P;Q52B;T_Q12_1;T_Q12_2;T_Q12_3;Q13;T_Q14_1;T_Q14_2;T_Q14_3;T_Q14_4;T_Q14_5;T_Q14_6;T_Q14_7;T_Q14_8;T_Q14_9;T_Q14_10;T_Q14_11;T_Q14_12;T_Q14_13;T_Q14_14;T_Q14_15;T_Q14_16;Q15;Q15_S;Q16;T_Q17_1;T_Q17_2;Q18;T_Q19_1;T_Q19_2;T_Q19_3;T_Q19_4;T_Q19_5;T_Q20_1;T_Q20_2;T_Q20_3;T_Q20_4;T_Q20_5;T_Q21_1;T_Q21_2;T_Q21_3;T_Q21_4;T_Q21_5;T_Q21_6;T_Q21_7;T_Q21_8;EXP_3_3_A;EXP_3_3_B;EXP_3_3_C;EXP_3_3_D;EXP_3_3_E;EXP_3_3_F;EXP_3_3_G;EXP_3_3_H;Q53A;EXP_3_3_I;EXP_3_3_J;EXP_3_3_K;EXP_3_3_L;EXP_3_3_M;EXP_3_3_N;EXP_3_3_O;EXP_3_3_P;Q53B;T_Q22_1;T_Q22_2;T_Q22_3;T_Q22_4;T_Q22_5;T_Q22_6;T_Q22_7;Q23;T_Q24_1;T_Q24_2;T_Q24_3;T_Q24_4;T_Q24_5;T_Q24_6;T_Q24_7;T_Q24_8;Q25;T_Q26_1;T_Q26_2;T_Q27_1;T_Q27_2;Q28A;Q28B;Q28C;Q28D;Q28E;Q28F;Q28G;Q28H;Q28I;Q28J;Q28K;T_Q29_1;T_Q29_2;T_Q29_3;T_Q29_4;T_Q29_5;T_Q29_6;T_Q29_7;T_Q29_8;T_Q29_9;T_Q29_10;T_Q29_11;T_Q30_1;T_Q30_2;T_Q31_1;T_Q31_1_Q_131_S;T_Q31_2;T_Q31_2_Q_131_S;Q32;T_Q33_1;T_Q33_2;T_Q33_3;T_Q33_4;T_Q33_5;T_Q34_1;T_Q34_2;T_Q34_3;T_Q34_4;T_Q34_5;T_Q34_6;T_Q34_7;T_Q34_8;T_Q34_9;T_Q34_10;T_Q34_11;T_Q34_12;T_Q34_13;T_Q35_1;T_Q35_2;T_Q35_3;T_Q35_4;Q36;T_Q37_1;T_Q37_2;T_Q37_3;T_Q37_4;T_Q37_5;T_Q37_6;T_Q37_7;Q38;Q38_S;T_Q39_1;T_Q39_1_Q39_S;T_Q39_2;T_Q39_2_Q39_S;T_Q40_1;T_Q40_2;T_Q40_3
106;85309826;cristinagusmao;00:42:12;-20.293.679;-403.469.106;2019-01-26;320530905070013;46;1;1988;30;4;1;NA;1;7;2;2;2;1;1;1;1;1;1;7;7;3;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;2;2;1;1;2;7;2;2;3;2;1;1;2;2;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;2;2;1;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;3;3;1;1;2;3;3;3;1;2;1;2;1;2;2;1;1;1;1;1;1;1;1;1;2;11;;1;1;1;2;2;2;2;2;2;1;5;1;1;1;1;1;2;2;1;2;2;1;5;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;2;2;2;1;4;4;1;1;4;4;2;4;4;4;4;4;4;4;4;2;2;2;2;2;50;0;0;50;10;50;50;50;50;50;0;3;2;2;5;5;5;2;5;3;5;5;3;1;3;;2;;3;3;4;1;4;1;3;3;3;3;3;3;3;2;3;3;3;1;2;2;1;1;2;8;2;1;1;1;1;1;1;5;;5;;5;;4;1;4
107;85309827;cristinagusmao;00:39:35;-202.946.103;-403.461.609;2019-01-26;320530905070013;46;2;1993;25;3;1;NA;1;7;3;3;2;4;4;4;1;1;2;4;4;2;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;1;1;2;1;1;1;2;1;2;2;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;1;2;3;2;3;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;1;1;4;4;2;1;3;3;1;2;2;1;1;2;3;1;1;1;1;1;2;2;1;2;1;4;;2;1;1;1;1;1;2;1;2;4;1;1;1;2;1;1;2;2;1;2;2;1;1;1;2;2;3;3;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;4;4;2;4;4;4;1;4;4;4;4;4;4;4;4;1;1;2;1;2;10;0;0;60;90;15;60;30;30;50;0;3;2;3;4;1;3;2;4;4;3;3;2;2;3;;5;;1;3;3;2;3;1;3;2;2;3;3;2;2;2;2;2;3;3;1;2;1;2;2;1;2;2;1;2;2;2;1;1;;1;;3;;4;1;4
108;85312072;andreiasilva;00:41:29;-202.972.976;-403.457.293;2019-01-26;320530905070013;46;2;1995;24;2;1;NA;1;3;4;4;1;3;3;4;1;1;1;7;7;2;1;1;2;2;3;3;1;1;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;2;3;2;1;1;1;3;2;1;1;1;1;2;3;3;1;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;1;1;4;4;2;1;3;3;1;2;1;2;1;2;2;1;1;2;1;1;1;1;1;2;1;16;;2;1;2;1;2;2;2;1;2;2;1;2;1;1;1;1;2;1;1;2;1;2;1;1;2;2;3;3;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;4;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;80;60;30;70;80;40;50;60;30;30;30;2;2;4;2;4;2;2;2;4;2;2;2;2;4;;2;;2;1;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;1;2;2;2;1;2;1;1;1;1;4;Japão;1;;2;;4;2;2
109;85312073;andreiasilva;00:55:02;-202.952.904;-403.479.345;2019-01-26;320530905070013;46;2;1959;59;6;1;NA;1;5;1;1;1;2;2;1;1;1;1;3;3;5;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;1;1;1;1;3;8;1;5;1;1;1;1;1;1;1;1;6;1;1;1;1;1;5;1;3;3;1;2;2;3;2;3;5;2;3;2;3;2;;2;2;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;3;3;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;4;4;2;4;2;5;2;9;;2;1;4;2;5;2;5;5;2;1;1;1;1;1;1;1;1;1;1;3;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;3;3;2;4;2;2;4;4;2;4;1;1;1;1;1;1;1;1;1;2;2;3;1;1;100;50;-2;100;100;10;50;80;10;50;10;5;5;1;5;1;5;5;5;5;1;5;1;1;2;;1;;3;5;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;1;1;6;1;1;2;1;1;1;1;2;;2;;5;;4;1;5
110;85312074;andreiasilva;00:50:56;-202.946.719;-403.480.224;2019-01-26;320530905070013;46;1;1975;44;5;1;NA;1;7;3;3;2;1;1;4;2;2;2;2;2;3;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;3;3;4;4;3;3;3;4;4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;3;3;3;2;3;2;2;2;2;;1;1;1;2;1;1;1;1;1;2;2;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;3;3;3;1;3;4;2;1;2;4;1;4;1;1;1;2;3;1;2;2;9;;4;1;4;2;2;3;4;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;2;2;3;4;4;5;5;4;4;4;3;3;3;3;3;3;3;3;4;1;2;2;3;3;30;50;10;80;90;60;80;10;70;40;20;1;4;3;4;1;2;4;4;3;1;1;3;4;3;;5;;2;2;4;2;3;4;3;2;2;3;3;1;3;2;1;3;1;3;1;2;1;3;3;10;2;1;1;1;1;1;1;1;;1;;5;;2;2;2
111;85312075;andreiasilva;00:36:43;-202.949.089;-403.464.737;2019-01-26;320530905070013;46;1;1972;46;5;1;NA;1;7;3;3;2;1;1;3;1;1;1;3;3;2;1;1;3;3;3;3;2;2;1;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;3;3;4;3;1;1;2;3;1;1;1;1;5;1;1;1;3;1;2;2;1;2;2;2;2;2;5;2;2;2;2;2;;2;3;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;1;1;4;4;1;3;3;3;1;3;2;2;3;2;3;2;2;2;3;2;2;2;2;2;2;11;;2;1;1;1;3;4;3;3;3;2;2;2;1;2;1;3;3;3;2;2;2;1;1;1;1;1;1;1;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;4;4;4;4;4;4;3;2;2;2;2;2;2;2;2;2;1;1;2;2;100;0;0;0;0;0;0;0;0;0;0;4;5;1;5;5;1;5;4;5;5;5;2;5;1;;2;;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;1;1;1;1;2;2;1;1;1;1;1;1;2;;2;;3;;3;1;3
112;85312076;andreiasilva;00:34:19;-202.922.597;-403.467.517;2019-01-26;320530905070013;46;1;1982;36;4;1;NA;1;7;3;3;2;1;1;1;1;1;1;4;4;3;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;3;3;4;4;1;2;2;3;4;3;1;2;2;2;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1;1;2;1;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;3;3;3;3;2;3;3;3;1;1;2;2;1;1;2;1;2;1;1;1;1;1;1;1;2;9;;1;2;1;2;2;4;2;2;3;4;2;1;3;2;2;1;2;2;2;2;2;1;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;1;1;1;1;2;4;4;4;5;4;4;4;2;3;3;3;4;4;4;3;4;2;2;2;1;1;30;0;15;30;20;20;20;20;10;15;5;2;2;2;3;2;2;2;2;2;2;2;2;2;1;;2;;2;2;1;1;2;1;3;3;3;3;3;2;1;2;2;2;1;2;3;2;1;1;1;6;1;1;1;1;1;1;1;3;;2;;1;;2;2;2
113;85312077;andreiasilva;00:38:46;-202.934.889;-403.457.457;2019-01-26;320530905070013;46;1;1953;65;7;3;NA;2;NA;3;3;1;2;2;4;2;2;4;6;6;2;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;3;3;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;3;1;1;1;3;1;3;3;1;3;3;3;3;2;3;3;3;3;3;2;;1;1;1;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;3;3;2;2;3;3;3;3;1;4;1;4;1;4;4;1;1;2;4;1;1;3;1;1;1;16;;2;1;1;2;4;2;4;2;4;1;2;1;5;2;2;2;2;2;2;1;2;2;1;1;2;2;3;3;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;2;2;2;3;4;4;4;4;4;4;4;4;1;1;3;1;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;5;5;5;5;5;5;5;5;5;5;5;4;4;6;Brasil;5;;3;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;8;2;2;2;2;2;2;2;2;;2;;3;;4;4;4
114;85312078;andreiasilva;00:38:47;-202.953.438;-403.453.174;2019-01-26;320530905070013;46;2;1988;30;4;1;NA;1;7;3;3;5;2;2;2;2;2;4;8;8;1;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;1;1;3;3;4;3;2;4;4;1;2;1;2;1;1;1;1;3;3;1;1;1;3;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;1;1;1;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;3;3;2;2;3;1;3;3;1;1;1;1;1;2;5;1;2;2;2;1;1;4;1;5;2;7;;1;1;1;3;1;4;5;1;1;2;2;1;1;2;2;1;2;1;1;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;1;1;3;3;3;4;6;4;2;5;4;6;4;4;4;4;4;4;4;4;4;2;3;3;1;1;100;100;100;100;100;100;100;100;100;100;100;3;1;1;1;1;5;1;5;2;5;5;2;4;2;;7;;4;4;4;1;5;1;3;3;4;3;1;4;1;4;2;1;4;2;1;1;1;1;1;8;2;2;2;2;2;2;2;5;;5;;5;;3;1;5
115;85335856;eronildesbrito;00:44:19;-129.796.703;-384.477.955;2019-01-26;292740805060341;36;2;1959;59;6;1;NA;1;7;3;3;4;2;2;4;4;4;1;2;2;2;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;3;3;3;3;1;4;1;3;4;1;1;2;1;1;1;1;1;1;1;1;1;1;3;1;2;1;1;2;2;3;2;2;3;1;3;2;3;2;;1;1;1;1;1;2;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;2;2;3;3;2;3;3;3;1;1;1;2;3;2;2;1;1;1;2;1;2;2;1;3;2;8;;1;1;1;3;2;1;3;3;1;1;1;1;4;3;2;1;2;2;1;2;2;2;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;3;3;3;3;2;4;5;4;4;5;5;4;1;4;4;1;4;1;4;4;4;2;2;1;1;1;10;0;20;20;40;50;20;25;15;30;2;1;3;2;2;2;2;2;2;2;2;2;1;1;9;;1;;3;4;4;3;2;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;2;2;2;10;1;1;1;2;1;1;1;2;;2;;3;;1;1;4
116;85336815;erlonmoreira;00:56:51;-199.637.999;-439.543.167;2019-01-26;310620060660259;7;2;1948;71;7;6;2;2;NA;5;5;1;4;4;1;3;3;1;3;3;1;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;1;1;3;3;3;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;3;2;2;;2;2;1;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;3;3;4;4;3;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;9;;2;1;1;1;1;2;2;2;1;4;1;1;1;1;1;1;2;2;1;2;2;1;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;2;2;1;1;3;4;4;4;5;2;4;4;2;2;2;2;2;2;2;2;2;2;2;2;1;1;60;0;50;90;90;50;90;50;50;50;30;1;1;1;3;1;1;1;2;3;1;1;2;2;9;;2;;2;3;3;1;2;1;2;2;2;2;2;3;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;;2;;3;;2;1;1
117;85336816;erlonmoreira;00:38:48;-199.637.999;-439.543.167;2019-01-26;310620060660259;7;2;1987;31;4;1;NA;1;4;1;1;1;2;2;1;2;2;4;7;7;4;1;1;1;1;3;3;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;1;3;2;1;2;1;1;3;1;1;1;1;3;3;1;2;1;1;2;3;1;3;3;4;4;4;4;1;2;1;2;2;;2;2;4;2;1;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;3;3;2;2;2;1;3;3;1;3;1;1;2;3;3;2;1;4;1;1;1;1;1;2;1;11;;3;1;2;1;1;3;4;2;3;3;2;1;1;2;2;1;1;2;2;2;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;2;2;2;5;4;5;4;2;4;5;2;4;2;2;4;1;2;3;2;5;2;2;2;3;30;20;10;0;0;0;0;10;0;30;50;3;1;2;3;3;1;2;1;4;1;1;2;1;4;;2;;2;2;1;1;1;2;3;3;3;3;3;3;1;2;2;1;2;2;1;2;1;2;2;4;2;2;1;1;2;2;2;2;;2;;4;Bolívia;4;1;4
118;85337789;sidneysantos;00:28:45;-254.181.958;-492.056.574;2019-01-27;410690205040126;17;1;1966;52;6;1;NA;1;3;3;3;1;5;5;2;4;4;1;8;8;1;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;1;1;2;2;2;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;2;2;2;1;3;2;3;2;;3;3;3;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;3;3;2;2;3;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;;1;2;1;2;3;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;3;3;1;1;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;5;5;5;5;5;5;5;2;4;4;4;4;4;4;4;4;1;1;2;1;2;5;2;3;8;10;3;5;4;3;4;0;1;2;2;3;1;2;2;4;4;2;2;4;1;2;;5;;2;4;4;1;4;4;1;2;3;3;3;3;1;2;1;1;3;2;2;2;2;1;1;3;1;1;1;2;1;1;1;2;;2;;3;;4;4;1
119;85338126;lurdesraber;00:38:56;-254.182.118;-492.055.249;2019-01-27;410690205040126;17;1;1959;59;6;2;NA;1;6;1;1;1;1;1;3;5;5;1;3;3;2;1;1;2;2;3;3;3;3;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;1;3;1;1;1;2;3;1;1;1;1;1;1;1;1;1;3;1;2;2;2;2;2;3;2;2;3;2;3;2;3;2;;1;2;1;1;1;1;1;3;3;1;1;3;3;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;3;3;1;2;2;3;1;2;2;1;2;1;3;1;1;1;1;2;2;7;;2;2;1;1;2;2;2;2;2;1;2;1;1;1;1;1;2;1;1;2;2;1;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;3;3;1;1;4;4;4;4;5;2;4;4;1;3;3;3;3;3;3;3;3;2;2;2;1;1;100;50;50;100;100;50;100;50;50;100;50;2;2;2;4;2;2;2;4;4;2;2;2;2;4;;2;;2;4;7;1;3;4;3;3;3;3;3;3;3;1;1;1;3;3;3;1;1;1;1;6;1;1;1;1;1;1;1;2;;2;;3;;3;2;3
120;85339675;sidneysantos;00:46:51;-254.183.132;-492.059.624;2019-01-27;410690205040126;17;1;1977;41;5;1;NA;1;7;5;5;2;3;3;2;2;2;1;8;8;2;1;1;2;2;2;2;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;1;2;1;1;1;1;3;2;1;1;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;2;1;4;3;3;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;1;1;2;2;2;1;1;3;1;1;1;1;1;2;1;2;1;2;1;1;1;2;1;1;2;4;;2;2;2;5;3;2;2;1;2;4;1;1;2;1;1;1;2;2;1;2;2;2;1;1;2;2;1;1;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;4;5;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;3;4;4;50;50;50;50;50;50;50;50;50;50;50;1;1;1;1;1;1;1;1;1;1;1;2;3;9;;2;;2;1;2;2;3;1;3;3;3;3;3;3;2;1;2;2;3;2;2;2;1;1;1;2;5;5;1;2;1;5;1;2;;2;;5;;2;2;4
121;85340043;lurdesraber;00:49:09;-254.172.071;-492.061.157;2019-01-27;410690205040126;17;2;1956;62;7;5;NA;2;NA;3;3;1;5;5;4;3;3;4;7;7;2;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;2;2;4;4;3;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;5;;3;2;2;2;2;2;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;3;3;2;2;3;1;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;19;;1;1;1;1;2;2;2;2;2;3;1;1;1;1;2;1;1;2;1;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;3;3;4;4;4;4;4;4;5;4;4;4;1;4;2;2;1;2;1;1;1;2;2;2;1;1;70;10;50;70;70;70;70;70;50;70;10;2;1;1;3;1;1;1;2;4;1;1;2;2;3;;5;;2;2;3;2;1;2;3;3;3;3;3;3;1;1;1;1;3;1;1;2;1;1;1;5;1;1;1;1;1;1;1;2;;2;;1;;4;2;3
122;85341638;ronervalrodrigues;00:45:11;-14.723.946;-484.853.217;2019-01-27;150140255000033;6;1;1981;37;4;1;NA;1;4;1;1;1;5;5;4;3;3;1;4;4;2;2;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;3;3;3;3;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;3;2;1;2;2;2;3;2;3;3;2;2;4;2;;3;1;3;3;1;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;1;1;2;2;3;1;3;3;1;2;2;1;2;3;2;1;2;1;1;1;2;1;1;2;2;12;;1;2;1;2;3;2;1;2;1;3;1;4;2;1;1;2;2;2;1;2;2;2;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;1;1;2;4;4;4;4;4;2;4;3;2;4;4;4;2;2;2;1;1;2;2;2;1;80;40;60;70;10;4;100;40;50;20;30;1;3;1;1;3;1;1;3;1;1;1;3;2;1;;2;;3;4;2;1;2;4;1;3;3;3;3;1;3;1;3;1;3;1;1;1;1;1;2;6;1;1;1;1;1;1;1;1;;2;;3;;1;1;1
123;85342198;sidneysantos;00:32:35;-254.177.614;-492.050.626;2019-01-27;410690205040126;17;2;1984;34;4;1;NA;1;4;5;5;2;2;2;3;4;4;2;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;3;3;3;3;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;;4;1;1;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;1;1;4;4;3;2;3;3;1;2;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;14;;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;3;3;2;2;3;5;5;4;4;2;4;4;1;1;1;1;1;1;1;1;1;2;2;2;2;1;90;50;50;90;60;80;80;90;60;100;50;2;1;4;4;4;4;1;4;2;1;1;2;2;6;Japão;2;;2;2;3;2;3;1;3;3;3;3;3;3;2;2;2;1;3;1;1;2;1;1;2;6;2;1;1;1;1;1;1;2;;2;;1;;3;2;1
124;85342257;josiasassuncao;00:55:17;NA;NA;2019-01-27;292740805060341;36;2;1986;32;4;1;NA;1;7;2;2;2;4;4;4;1;1;2;4;4;3;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;2;2;3;4;3;2;3;1;1;2;3;2;1;1;2;3;2;3;2;3;3;2;6;3;1;7;2;7;7;2;7;3;7;7;3;5;;6;1;6;1;2;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;1;1;4;4;3;2;2;3;2;2;3;2;2;2;2;2;1;2;2;1;2;3;1;1;2;8;;2;2;5;1;3;4;2;2;3;4;2;1;1;2;2;1;1;2;1;2;2;1;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;4;4;3;2;2;4;4;4;4;4;2;4;4;4;4;4;4;4;4;2;4;1;1;1;20;50;0;20;70;50;50;0;50;50;0;3;2;2;3;2;2;2;2;1;1;3;2;2;4;;5;;3;2;4;2;3;1;3;3;3;3;1;1;1;1;3;1;3;1;1;2;1;2;2;5;1;5;1;1;1;1;1;2;;4;Uruguai;4;Venezuela;4;2;2
125;85342854;ericamelo;00:46:48;-79.924.854;-348.446.646;2019-01-27;260960005000242;32;1;1956;62;7;5;NA;2;NA;5;5;2;1;1;1;4;4;1;6;6;2;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;3;3;1;1;0;2;1;3;3;1;1;1;1;1;1;1;1;1;1;2;1;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;1;1;1;1;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;4;4;3;3;3;3;1;2;1;2;1;2;3;1;2;2;1;2;1;3;1;2;2;10;;2;1;1;2;2;3;3;1;3;1;2;1;3;2;2;1;2;2;2;2;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;1;1;4;4;1;5;5;5;5;6;5;5;3;4;4;4;4;4;4;4;4;2;3;2;1;1;80;20;20;50;50;20;20;40;70;30;20;3;3;4;4;1;3;1;4;1;3;1;2;1;2;;5;;2;3;4;1;4;1;3;2;3;3;3;1;1;1;2;2;3;1;2;2;1;1;1;2;1;1;1;1;1;1;1;4;Estados Unidos;2;;1;;4;4;4
126;85343208;mariaisabel;00:50:23;-205.186.512;-546.708.175;2019-01-27;500270405130054;12;1;1946;72;7;5;NA;2;NA;4;4;1;1;1;1;5;5;1;4;4;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;2;2;4;4;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;4;4;4;4;4;4;4;4;4;4;2;;1;2;1;1;1;1;1;3;3;2;2;3;3;1;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;3;3;2;3;2;4;2;1;2;2;1;2;4;1;1;1;1;2;2;4;;2;1;1;2;1;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;3;3;1;-1;NA;-1;NA;-1;NA;-1;NA;NA;5;5;4;4;2;2;4;1;1;1;1;1;2;1;1;1;1;2;2;2;2;0;0;80;80;0;80;80;0;80;0;0;1;4;4;4;4;1;4;4;3;4;1;4;4;4;;5;;3;4;4;4;1;4;3;3;2;3;3;3;3;2;2;2;2;3;3;2;2;1;1;7;1;1;1;1;1;1;1;3;;3;;1;;4;1;1
