;SbjNum;Srvyr;Duration;Latitude;Longitude;Date;CODE;MUN;SEXO;ANO_NASC;IDADE;FAIXA_ETARIA;PEA1;PEA2;PEA3;PEA_4;EXP_1_A;EXP_1_B;Q47;EXP_1_C;EXP_1_D;Q48;EXP_1_E;EXP_1_F;Q49;EXP_2_A;EXP_2_B;Q50;EXP_3_1_A;EXP_3_1_B;EXP_3_1_C;EXP_3_1_D;EXP_3_1_E;EXP_3_1_F;EXP_3_1_G;EXP_3_1_H;Q51A;EXP_3_1_I;EXP_3_1_J;EXP_3_1_K;EXP_3_1_L;EXP_3_1_M;EXP_3_1_N;EXP_3_1_O;EXP_3_1_P;Q51B;Q1;T_Q2_1;T_Q2_2;T_Q3_1;T_Q3_2;T_Q4_1;T_Q4_2;T_Q5_1;T_Q5_2;T_Q5_3;T_Q5_4;T_Q5_5;T_Q5_6;T_Q5_7;T_Q5_8;T_Q5_9;T_Q5_10;T_Q5_11;T_Q5_12;Q6;Q7;Q8;T_Q9_1;T_Q9_2;T_Q9_3;T_Q9_4;T_Q9_5;T_Q9_6;T_Q9_7;T_Q9_8;T_Q9_9;T_Q9_10;Q10;Q10_S;T_Q11_1;T_Q11_2;T_Q11_3;T_Q11_4;T_Q11_5;EXP_3_2_A;EXP_3_2_B;EXP_3_2_C;EXP_3_2_D;EXP_3_2_E;EXP_3_2_F;EXP_3_2_G;EXP_3_2_H;Q52A;EXP_3_2_I;EXP_3_2_J;EXP_3_2_K;EXP_3_2_L;EXP_3_2_M;EXP_3_2_N;EXP_3_2_O;EXP_3_2_P;Q52B;T_Q12_1;T_Q12_2;T_Q12_3;Q13;T_Q14_1;T_Q14_2;T_Q14_3;T_Q14_4;T_Q14_5;T_Q14_6;T_Q14_7;T_Q14_8;T_Q14_9;T_Q14_10;T_Q14_11;T_Q14_12;T_Q14_13;T_Q14_14;T_Q14_15;T_Q14_16;Q15;Q15_S;Q16;T_Q17_1;T_Q17_2;Q18;T_Q19_1;T_Q19_2;T_Q19_3;T_Q19_4;T_Q19_5;T_Q20_1;T_Q20_2;T_Q20_3;T_Q20_4;T_Q20_5;T_Q21_1;T_Q21_2;T_Q21_3;T_Q21_4;T_Q21_5;T_Q21_6;T_Q21_7;T_Q21_8;EXP_3_3_A;EXP_3_3_B;EXP_3_3_C;EXP_3_3_D;EXP_3_3_E;EXP_3_3_F;EXP_3_3_G;EXP_3_3_H;Q53A;EXP_3_3_I;EXP_3_3_J;EXP_3_3_K;EXP_3_3_L;EXP_3_3_M;EXP_3_3_N;EXP_3_3_O;EXP_3_3_P;Q53B;T_Q22_1;T_Q22_2;T_Q22_3;T_Q22_4;T_Q22_5;T_Q22_6;T_Q22_7;Q23;T_Q24_1;T_Q24_2;T_Q24_3;T_Q24_4;T_Q24_5;T_Q24_6;T_Q24_7;T_Q24_8;Q25;T_Q26_1;T_Q26_2;T_Q27_1;T_Q27_2;Q28A;Q28B;Q28C;Q28D;Q28E;Q28F;Q28G;Q28H;Q28I;Q28J;Q28K;T_Q29_1;T_Q29_2;T_Q29_3;T_Q29_4;T_Q29_5;T_Q29_6;T_Q29_7;T_Q29_8;T_Q29_9;T_Q29_10;T_Q29_11;T_Q30_1;T_Q30_2;T_Q31_1;T_Q31_1_Q_131_S;T_Q31_2;T_Q31_2_Q_131_S;Q32;T_Q33_1;T_Q33_2;T_Q33_3;T_Q33_4;T_Q33_5;T_Q34_1;T_Q34_2;T_Q34_3;T_Q34_4;T_Q34_5;T_Q34_6;T_Q34_7;T_Q34_8;T_Q34_9;T_Q34_10;T_Q34_11;T_Q34_12;T_Q34_13;T_Q35_1;T_Q35_2;T_Q35_3;T_Q35_4;Q36;T_Q37_1;T_Q37_2;T_Q37_3;T_Q37_4;T_Q37_5;T_Q37_6;T_Q37_7;Q38;Q38_S;T_Q39_1;T_Q39_1_Q39_S;T_Q39_2;T_Q39_2_Q39_S;T_Q40_1;T_Q40_2;T_Q40_3
786;86103254;gillaicegomes;00:31:35;-129.338.087;-384.742.162;2019-02-04;292740805220347;36;1;1990;28;3;1;NA;1;7;4;4;2;1;1;4;5;5;2;4;4;2;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;2;2;2;2;4;2;2;3;3;3;1;1;2;1;1;1;1;2;2;1;1;2;2;1;2;2;1;2;3;2;2;2;2;3;2;2;2;2;;1;1;1;1;1;1;1;2;2;3;3;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;3;3;1;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;9;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;2;2;1;1;2;2;2;2;2;2;4;2;3;4;4;4;4;4;4;4;4;2;3;3;1;1;50;50;50;50;50;50;50;50;50;50;50;6;6;6;5;6;6;6;6;6;6;6;3;3;9;;9;;4;3;3;3;3;3;3;2;1;1;3;4;1;1;1;1;3;4;2;2;2;2;2;9;2;2;2;2;2;2;1;6;;7;;7;;3;3;3
787;86103261;lurdesraber;00:38:43;-256.593.733;-493.053.977;2019-02-04;410765205000072;19;2;1986;32;4;6;1;1;NA;2;2;5;2;2;5;5;5;5;7;7;2;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;1;1;3;3;1;1;1;1;1;1;5;1;6;2;1;1;3;2;1;1;1;1;3;1;3;6;1;2;5;5;2;5;2;2;2;2;3;1;;1;1;2;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;3;3;1;1;2;1;3;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;13;;2;2;1;2;2;2;2;2;2;5;2;2;2;2;1;1;2;2;1;2;1;1;1;1;3;3;1;1;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;2;4;4;1;4;2;2;3;3;3;3;3;3;3;3;3;2;2;2;1;80;50;50;80;50;70;50;50;50;50;30;1;2;2;1;2;2;1;1;1;1;1;2;3;3;;2;;2;1;3;1;1;1;3;1;3;3;3;3;2;1;1;1;3;1;1;2;1;1;1;6;1;1;3;1;1;1;1;2;;2;;3;;4;2;4
788;86103989;ericamelo;00:46:45;-82.078.256;-349.276.599;2019-02-04;260790105000240;24;2;1969;49;5;1;NA;1;5;4;4;4;3;3;4;2;2;3;2;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;4;4;4;4;4;4;1;1;1;1;1;3;3;2;1;1;1;2;1;1;3;1;3;2;1;2;3;3;3;3;3;3;4;3;3;5;;1;1;1;1;1;2;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;2;2;2;2;4;3;3;3;1;1;2;2;1;2;2;2;1;1;3;1;2;3;2;3;4;1;;4;2;2;1;2;3;4;1;3;1;4;1;1;1;2;1;1;1;2;2;1;2;5;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;4;4;4;1;1;1;2;1;1;1;3;4;4;4;4;4;2;4;4;2;2;2;1;2;0;0;0;100;100;0;100;0;0;0;0;1;4;4;4;4;4;4;4;4;4;4;1;4;2;;5;;3;4;4;2;4;1;3;1;3;3;1;1;3;3;3;1;3;3;3;1;1;2;2;2;2;1;3;2;2;2;2;2;;1;;3;;4;1;4
789;86103995;verasantos;00:38:42;-256.570.522;-493.073.033;2019-02-04;410765205000072;19;2;2001;17;2;4;NA;2;NA;3;3;1;4;4;3;5;5;2;5;5;1;5;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;1;1;3;3;2;2;3;2;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;2;3;2;2;3;2;3;2;2;2;;1;1;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;1;1;1;1;3;1;3;3;1;2;2;2;2;2;2;2;2;2;4;4;2;2;2;2;2;7;;1;2;1;2;2;3;2;2;2;4;2;1;1;1;2;1;2;2;2;2;2;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;3;3;3;3;3;2;4;2;4;2;4;2;1;4;4;4;4;4;4;4;4;2;1;1;1;1;75;50;50;100;100;100;100;100;30;50;50;2;1;1;4;1;4;1;1;1;4;1;1;4;3;;1;;3;1;4;1;4;4;3;2;2;3;3;2;3;2;2;3;3;2;2;1;1;1;2;1;2;1;1;1;2;1;1;2;;1;;3;;4;1;4
790;86105036;davidsonpereira;01:12:32;-156.466.447;-560.411.085;2019-02-04;510340310430122;16;1;1986;33;4;6;2;2;NA;3;3;1;1;1;4;2;2;1;8;8;3;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;2;2;4;4;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;1;1;1;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;2;2;3;3;2;2;3;3;1;2;1;2;2;5;5;2;2;1;3;1;2;1;1;1;2;9;;1;1;1;2;2;2;2;2;2;4;2;1;1;5;1;1;2;1;2;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;2;2;2;2;2;4;4;4;5;2;4;2;2;3;3;3;3;3;3;3;3;2;2;2;1;1;30;20;30;40;50;-2;30;20;30;20;20;2;1;1;2;2;2;1;2;2;1;2;2;5;7;;9;;2;1;1;3;1;3;3;2;3;1;1;3;2;2;2;1;3;3;3;1;1;1;3;8;2;1;1;1;1;1;1;5;;5;;5;;4;2;2
791;86105058;josiasassuncao;00:39:27;NA;NA;2019-02-04;292740805220347;36;2;1996;22;2;1;NA;1;7;3;3;1;3;3;4;1;1;2;3;3;2;1;1;3;3;1;1;3;3;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;5;;2;2;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;1;1;2;2;2;3;3;3;1;1;2;3;2;2;2;1;1;1;4;1;1;3;1;2;2;9;;1;1;1;2;3;2;3;2;1;4;1;1;1;1;1;1;1;3;1;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;1;1;2;2;2;4;4;4;4;4;4;4;2;3;3;3;3;2;3;3;3;2;2;2;1;1;60;40;40;70;100;50;80;50;40;100;30;1;1;1;1;1;1;1;1;1;1;1;1;2;2;;5;;2;2;2;2;2;1;3;3;3;3;3;4;3;3;4;3;3;3;3;1;1;1;1;8;1;1;1;1;1;1;1;2;;2;;3;;2;3;2
792;86105450;jussarasilva;00:34:24;-199.452.197;-440.143.164;2019-02-04;310620005650496;7;1;1991;27;3;1;NA;1;4;1;1;1;2;2;1;3;3;2;4;4;2;1;1;2;2;2;2;2;2;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;3;2;2;2;2;2;;2;2;3;2;2;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;1;1;2;2;3;1;3;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;1;1;2;2;3;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;2;2;2;1;3;40;50;60;70;70;40;80;50;30;20;20;1;5;1;2;4;1;1;2;4;1;1;2;4;6;Espanha;2;;3;2;3;1;2;1;3;2;3;3;2;2;3;2;2;2;3;2;2;2;2;1;1;1;1;1;1;1;2;1;1;2;;1;;3;;3;3;3
793;86105534;mariaisabel;00:47:39;-156.467.674;-560.413.935;2019-02-04;510340310430122;16;2;1946;72;7;1;NA;1;7;2;2;1;4;4;1;4;4;1;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;1;1;4;4;2;1;1;1;3;1;2;2;3;1;1;1;1;1;1;1;1;1;3;1;3;2;2;2;2;2;2;2;2;2;3;2;2;5;;3;1;4;2;2;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;3;3;1;1;2;2;3;3;1;2;2;2;2;2;2;4;2;2;2;2;1;4;1;2;2;4;;2;2;4;2;1;2;3;1;2;4;1;1;1;1;1;1;2;2;1;2;2;1;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;3;3;3;3;2;4;2;4;4;4;4;4;3;1;1;1;1;1;1;1;1;2;1;1;1;1;80;60;60;70;80;40;50;80;30;40;30;2;2;2;3;2;1;1;2;3;1;1;2;4;9;;2;;2;4;4;2;4;4;1;3;3;3;3;2;3;3;3;1;3;1;2;1;1;1;1;6;2;1;1;1;1;1;1;2;;2;;3;;1;2;4
794;86108497;josiasassuncao;00:32:08;NA;NA;2019-02-04;292740805220347;36;1;1983;35;4;3;NA;2;NA;5;5;1;3;3;4;2;2;2;4;4;2;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;1;1;3;3;1;3;1;1;1;1;3;1;1;1;1;1;2;1;1;3;1;1;2;2;2;1;2;3;1;2;2;2;2;1;2;5;;2;3;3;1;1;1;1;2;2;2;2;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;3;3;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;9;;3;3;3;2;3;3;2;2;2;3;1;1;2;1;2;1;2;2;2;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;2;2;1;1;2;5;5;5;4;5;5;5;3;4;4;2;4;2;4;1;4;2;2;1;1;1;100;10;10;70;50;20;10;10;30;50;10;3;2;2;3;2;2;2;2;2;2;2;2;3;2;;5;;3;4;2;1;4;1;3;3;3;3;3;3;2;2;2;2;3;2;2;2;1;2;1;1;1;1;1;1;1;1;1;2;;2;;4;Cuba;4;2;4
795;86108926;gillaicegomes;00:37:15;-129.339.622;-384.742.823;2019-02-04;292740805220347;36;1;1975;43;5;6;2;2;NA;1;1;2;4;4;2;4;4;1;2;2;2;2;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;1;1;2;2;2;2;2;2;3;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;2;3;3;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;2;2;2;2;2;3;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;;2;2;2;2;2;4;3;2;2;4;1;1;1;1;1;1;2;2;1;1;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;2;2;2;2;2;100;0;0;100;100;100;0;0;100;100;100;3;3;2;3;2;2;2;3;2;2;2;1;4;4;;5;;2;1;4;4;4;4;3;3;3;3;1;3;3;1;3;1;3;1;1;2;1;2;2;5;2;2;2;2;2;2;2;2;;2;;1;;4;4;4
796;86108960;julianaoliveira;00:46:56;NA;NA;2019-02-04;330330205000571;47;1;1962;56;6;1;NA;1;4;4;4;2;4;4;1;4;4;2;6;6;2;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;2;2;2;2;3;2;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;2;2;2;2;3;2;2;2;2;2;3;2;2;2;;2;2;1;1;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;3;3;1;1;3;3;3;3;1;3;2;6;2;3;3;1;2;1;3;1;2;2;1;6;2;11;;3;5;2;2;2;2;2;2;6;1;1;1;2;1;1;1;4;1;1;2;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;3;3;1;1;3;1;1;4;1;1;8;4;5;3;3;3;3;2;2;1;2;2;1;1;1;1;75;40;90;80;100;70;40;60;70;40;20;3;3;2;1;1;3;1;3;4;2;1;2;2;2;;6;Argentina;3;1;2;2;1;1;5;2;3;3;2;2;2;3;1;2;2;2;3;2;1;1;2;2;1;1;2;1;1;2;1;2;;4;Inglaterra;1;;2;1;2
797;86109333;ericamelo;00:40:40;-82.084.916;-349.278.436;2019-02-04;260790105000240;24;1;1990;28;3;6;2;2;NA;3;3;2;4;4;1;1;1;1;8;8;3;1;1;1;1;2;2;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;3;4;4;4;1;1;1;2;1;1;1;1;1;1;2;1;2;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2;5;;2;3;2;2;3;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;3;3;4;1;3;2;1;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;4;;2;2;2;2;2;2;2;2;2;3;1;1;2;7;1;1;2;2;1;2;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;3;3;4;4;2;8;2;4;4;8;8;4;3;3;4;3;4;4;4;3;4;1;2;2;3;3;20;9;7;50;20;10;4;5;15;15;11;5;5;5;5;5;5;5;5;5;5;5;5;5;7;;7;;1;2;2;5;2;2;3;3;3;3;3;2;3;2;4;1;3;4;1;3;1;1;3;6;5;1;3;1;2;5;5;2;;5;;4;Estados Unidos;7;7;7
798;86109766;sidneysantos;00:40:40;NA;NA;2019-02-04;410765205000072;19;1;1980;38;4;3;NA;2;NA;5;5;1;4;4;1;2;2;3;2;2;5;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;2;2;3;3;2;4;4;4;4;3;3;3;1;1;1;1;2;1;1;1;1;1;2;1;6;6;1;5;3;5;5;5;5;5;5;5;5;2;;2;1;5;2;1;1;1;3;3;1;1;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;3;3;3;1;5;5;5;2;5;5;2;5;1;1;2;2;2;1;2;2;11;;2;2;4;2;5;5;5;1;1;2;2;2;2;2;1;3;2;2;1;2;2;3;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;2;2;2;4;4;4;4;6;4;4;2;4;4;4;4;4;4;4;4;3;2;2;2;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;5;5;5;5;5;5;5;5;5;5;5;5;5;7;;1;;3;5;5;5;5;4;1;4;4;3;1;1;4;4;4;4;1;1;4;2;1;2;2;8;3;2;3;5;3;1;1;5;;2;;5;;5;5;5
799;86111251;mariaisabel;00:46:37;-156.469.752;-560.418.451;2019-02-04;510340310430122;16;2;1998;20;2;1;NA;1;3;5;5;2;5;5;1;4;4;1;6;6;2;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;3;3;4;4;3;3;3;3;4;1;3;2;3;1;1;1;1;1;3;1;1;1;3;1;2;2;1;2;2;2;3;2;2;2;2;2;1;2;;1;1;3;1;1;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;2;2;3;3;2;2;3;3;2;1;1;3;3;3;3;3;1;1;1;1;3;1;1;3;3;9;;3;2;1;2;3;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;2;2;1;1;2;4;4;2;4;4;4;4;3;1;1;1;2;1;1;1;1;2;2;2;1;1;7;70;50;80;70;50;50;8;50;7;60;2;2;1;2;1;2;2;2;2;2;2;1;2;5;;2;;2;1;1;1;4;1;1;3;3;3;1;3;2;2;2;3;1;3;2;2;1;1;2;1;2;1;1;2;1;2;1;2;;2;;1;;2;1;1
800;86112130;cybellibertoloti;00:30:57;-300.587.622;-512.050.057;2019-02-04;431490205000574;34;1;1958;59;6;1;NA;1;7;1;1;1;1;1;2;1;1;2;7;7;2;1;1;3;3;3;3;2;2;1;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;1;1;2;1;5;1;2;2;1;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;;3;2;2;2;1;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;1;1;1;1;1;3;3;3;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2;1;4;;1;1;1;1;2;1;2;2;2;2;2;1;1;1;1;1;2;2;1;2;2;1;1;1;2;2;2;2;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;50;50;50;50;80;50;50;50;50;50;60;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;6;Cuba;2;2;2;1;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;2;6;2;1;1;1;1;5;1;2;;2;;3;;2;1;3
801;86112131;cybellibertoloti;00:25:32;-300.589.599;-512.050.867;2019-02-04;431490205000574;34;2;1987;31;4;1;NA;1;7;2;2;3;1;1;1;1;1;1;3;3;1;1;1;3;3;3;3;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;3;1;1;3;3;1;1;1;3;3;3;1;1;3;1;2;2;3;5;2;5;5;5;6;5;5;5;5;2;;3;4;4;4;4;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;1;1;1;1;2;1;3;1;1;3;1;1;1;3;1;3;3;1;3;1;1;1;1;1;1;11;;2;1;1;2;3;1;3;2;2;4;1;1;1;2;1;1;2;2;1;2;2;1;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;2;2;1;1;2;5;6;5;5;1;5;5;1;4;3;3;3;3;3;3;3;1;2;2;3;3;50;50;50;20;0;50;70;50;50;50;30;3;2;3;4;3;2;5;4;4;5;2;2;1;6;Suíça;6;Brasil;2;1;1;1;3;1;1;2;1;1;1;1;2;2;2;2;1;1;1;2;1;1;1;2;2;1;1;3;1;1;1;6;;4;Uruguai;2;;3;4;2
802;86112132;cybellibertoloti;00:30:42;-300.578.699;-512.047.921;2019-02-04;431490205000574;34;2;1979;39;4;1;NA;1;4;3;3;1;4;4;3;5;5;1;7;7;2;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;2;2;4;4;1;2;1;3;3;3;1;2;4;1;1;1;1;1;1;1;1;1;2;1;3;5;4;2;2;2;2;2;2;2;2;2;2;5;;2;2;4;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;3;3;3;1;3;3;1;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;2;;2;1;1;1;3;2;2;2;2;4;2;1;3;1;1;1;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;4;8;6;2;4;4;1;1;1;1;4;1;4;1;2;2;1;1;1;1;100;50;50;100;100;60;50;100;50;50;30;2;2;2;2;2;2;2;2;1;2;2;1;3;6;Brasil;6;Irã;1;1;4;1;1;2;1;1;3;3;1;1;1;1;1;1;1;1;1;2;2;2;2;8;1;1;1;1;1;1;1;1;;2;;3;;3;1;4
803;86112133;cybellibertoloti;00:28:39;-300.571.956;-512.045.187;2019-02-04;431490205000574;34;1;1994;24;2;1;NA;1;7;2;2;1;1;1;2;3;3;1;1;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;3;3;2;2;3;1;1;3;1;1;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;3;2;7;2;1;2;1;2;1;1;2;1;;4;3;4;2;1;1;1;3;3;1;1;1;1;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;3;3;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;14;;2;1;4;2;2;1;2;1;1;4;3;1;2;2;1;1;2;1;1;2;2;1;1;1;3;3;1;1;3;3;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;5;4;5;4;4;5;3;3;2;2;2;2;2;2;2;2;2;2;3;1;70;50;40;80;2;40;20;80;50;80;60;3;1;2;1;3;1;4;5;1;1;1;3;2;3;;2;;2;1;2;1;2;1;1;1;3;3;3;1;1;1;3;2;3;1;3;2;1;2;2;2;2;1;1;1;1;1;1;3;;2;;3;;1;2;2
804;86112134;cybellibertoloti;00:33:31;-300.544.337;-512.038.322;2019-02-04;431490205000574;34;1;2001;17;2;4;NA;2;NA;1;1;1;1;1;1;1;1;2;1;1;5;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;1;1;2;2;3;3;3;3;4;3;1;2;1;3;3;1;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;;2;1;4;3;3;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;4;4;2;3;3;3;1;1;2;2;1;2;1;1;2;1;1;1;1;2;1;2;1;16;;2;1;2;2;3;1;2;2;1;3;2;1;2;2;1;1;2;2;1;2;2;1;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;2;2;2;2;2;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;1;1;1;1;1;100;100;0;100;100;100;100;100;0;100;0;2;2;1;2;1;2;2;1;2;1;2;2;2;2;;3;;2;2;4;1;2;3;3;3;2;3;1;1;2;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;3;;1;;2;;4;4;3
805;86112135;cybellibertoloti;00:28:01;-300.588.014;-512.056.219;2019-02-04;431490205000574;34;2;1980;38;4;1;NA;1;7;1;1;1;5;5;1;4;4;1;1;1;2;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;1;1;3;1;1;1;1;1;2;2;2;1;1;3;2;1;3;1;1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;;1;1;3;2;2;1;1;2;2;3;3;1;1;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;3;3;1;2;1;1;1;2;2;3;4;2;3;3;1;1;1;1;3;2;;1;1;2;2;4;3;3;3;2;4;1;1;1;1;2;2;1;2;1;2;1;2;2;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;2;2;3;3;3;4;4;4;4;2;4;4;3;4;4;2;2;2;2;2;2;2;2;1;2;1;100;20;40;100;100;20;70;100;20;20;20;3;2;1;2;3;1;1;2;2;1;1;1;4;1;;2;;3;2;4;1;2;1;2;3;3;3;3;3;3;2;2;3;3;2;3;2;2;1;1;4;1;1;1;1;1;1;1;2;;3;;1;;4;4;1
806;86112800;celiooliveira;00:31:33;-233.858.747;-463.247.657;2019-02-01;350390105000064;4;2;1992;27;3;1;NA;1;7;1;1;1;3;3;1;2;2;2;1;1;2;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;2;2;1;1;2;1;1;1;2;1;1;1;3;3;1;1;2;1;2;3;1;2;2;1;2;1;3;1;2;3;1;1;2;1;5;1;2;5;;2;3;4;3;4;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;1;1;4;4;2;1;3;2;1;3;1;2;2;2;1;1;2;1;1;1;3;1;1;2;1;14;;3;1;1;2;4;1;2;1;1;4;1;1;2;1;1;1;2;2;2;2;2;2;1;1;3;3;2;2;2;2;1;-1;NA;-1;NA;-1;NA;-1;NA;NA;5;5;5;5;2;5;5;2;3;2;3;2;3;1;2;1;2;2;2;2;1;70;10;30;47;55;15;50;70;60;70;20;1;2;2;3;1;5;2;3;4;1;3;2;4;3;;2;;1;2;2;2;2;1;3;1;1;3;3;3;2;1;2;2;3;2;2;2;1;1;1;5;2;1;1;1;1;2;1;4;Chile;4;Uruguai;2;;1;4;1
